created_at,possibly_sensitive,author_id,text,clean_text,sentiment_vader_raw,sentiment_vader_label,edit_history_tweet_ids,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,entities.mentions,name,user_location,user_location_USA_state,username,verified,word_count,hashtags,Conspiracy_gpt4o_mini,Sensationalism_gpt4o_mini,Hate_Speech_gpt4o_mini,Speculation_gpt4o_mini,Satire_gpt4o_mini,Conspiracy_gpt4o,Sensationalism_gpt4o,Hate_Speech_gpt4o,Speculation_gpt4o,Satire_gpt4o,Conspiracy_gemini_2.0_flash,Sensationalism_gemini_2.0_flash,Hate_Speech_gemini_2.0_flash,Speculation_gemini_2.0_flash,Satire_gemini_2.0_flash,Conspiracy_gemini_2.5_pro,Sensationalism_gemini_2.5_pro,Hate_Speech_gemini_2.5_pro,Speculation_gemini_2.5_pro,Satire_gemini_2.5_pro,Conspiracy_llama3.1_8B,Sensationalism_llama3.1_8B,Hate_Speech_llama3.1_8B,Speculation_llama3.1_8B,Satire_llama3.1_8B,Conspiracy_llama3.3,Sensationalism_llama3.3,Hate_Speech_llama3.3,Speculation_llama3.3,Satire_llama3.3,lang
2025-06-20T03:03:35.000Z,False,2423205589,"The left is panicking and are about to look like fools. One of the niche, but foundational pillars they have chosen ""to die for"" is quickly collapsing before our eyes. The trans-rights movement, heavily promoted during the 2024 election, is crashing as most Americans reject it. https://t.co/JhmwM0nRgh",the left is panicking and are about to look like fools one of the niche but foundational pillars they have chosen to die for is quickly collapsing before our eyes the transrights movement heavily promoted during the 2024 election is crashing as most americans reject it ,-0.8938,negative,['1935896282109034767'],1935896282109034767,0,0,0,0,0,7,,🇺🇸Trump🇺🇸 #ModernAmericanHero ❌MEGAMAGA❌IFB❌,United States,,the505sw,False,47,[],0,1,0,1,0,0,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,en
2025-02-26 00:34:08+00:00,False,1888352400261746688,@nypost ALERT: Vandalism of public infrastructure in LA highlights growing political tensions ahead of 2024 election. City officials estimate $50K in cleanup costs. This marks 3rd major political vandalism incident in LA this month., alert vandalism of public infrastructure in la highlights growing political tensions ahead of 2024 election city officials estimate 50k in cleanup costs this marks 3rd major political vandalism incident in la this month,0.0516,positive,['1894546455731278002'],1894546455731278002,0,0,0,0,0,0,"[{'start': 0, 'end': 7, 'username': 'nypost', 'id': '17469289'}]",OCNN AI,Solana,,OCNN_ai,False,34,[],0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en
2024-11-07 18:57:36+00:00,False,1960679857,"@DTBxss Big bird is here to help you.
Which election is the outlier?
Which election had so many statistical anomalies, the “winner” had a near zero chance of being the actual winner?
Hint: it’s not 2024.

But, unlike you, I welcome an investigation. Start with Maricopa&amp;Kari Lake’s race. https://t.co/pQuz103Q03"," big bird is here to help you
which election is the outlier
which election had so many statistical anomalies the winner had a near zero chance of being the actual winner
hint its not 2024

but unlike you i welcome an investigation start with maricopaampkari lakes race ",0.8793,positive,['1854599099158331768'],1854599099158331768,0,0,0,0,0,6,"[{'start': 0, 'end': 7, 'username': 'DTBxss', 'id': '1247755284677713920'}]",Suburban Mom for Trump,,,magagirl1234,False,49,[],1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,en
2025-07-03T11:18:36.000Z,False,848919027636473856,"@mattyglesias Affordability is the number one issue pretty much everywhere, as evidenced by the 2024 election and the salience of inflation/cost of living", affordability is the number one issue pretty much everywhere as evidenced by the 2024 election and the salience of inflationcost of living,0.5423,positive,['1940731897468043552'],1940731897468043552,0,0,0,0,0,18,"[{'start': 0, 'end': 13, 'username': 'mattyglesias', 'id': '15446531'}]",PDG887,"New York, USA",New York,PDG887,False,23,[],0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en
2025-03-30T02:52:28.000Z,False,2750591177,"@Chess1771986Kim @Moses22316 @OldJackHinson @realRawPaul @libsoftiktok You just said the 2024 polls were wrong about Harris. Yet you feel very strongly about the accuracy of that poll.

I repeat, once again, the actual 2025 special election results say otherwise. 

Here’s some facts about the Iowa elections, which were +21 Trump in 2024. https://t.co/Slqf7xCFvp","     you just said the 2024 polls were wrong about harris yet you feel very strongly about the accuracy of that poll

i repeat once again the actual 2025 special election results say otherwise 

heres some facts about the iowa elections which were 21 trump in 2024 ",0.2484,positive,['1906177679860142088'],1906177679860142088,0,0,0,0,0,17,"[{'start': 0, 'end': 16, 'username': 'Chess1771986Kim', 'id': '1708562777311227904'}, {'start': 17, 'end': 28, 'username': 'Moses22316', 'id': '1244760932963823619'}, {'start': 29, 'end': 43, 'username': 'OldJackHinson', 'id': '695074495569068032'}, {'start': 44, 'end': 56, 'username': 'realRawPaul', 'id': '48637571'}, {'start': 57, 'end': 70, 'username': 'libsoftiktok', 'id': '1326229737551912960'}]",Diego,,,ZurdaDeDiego,False,52,[],0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,en
2024-10-21 04:41:56+00:00,False,1128842143781363712,"October 20, 2024: 4 shocking facts about the BC NDP gov't I learned while working on the BC '24 election for the Conservative Party of BC.  I discovered that: 
1. David Eby's BC NDP gov't had taken a 2.4 billion dollar surplus and turned it into a 9 billion dollar deficit.  
2.… https://t.co/Uh1MpUnm8N https://t.co/b4J1tgiQqU https://t.co/dDHEc18QNC","october 20 2024 4 shocking facts about the bc ndp govt i learned while working on the bc 24 election for the conservative party of bc  i discovered that 
1 david ebys bc ndp govt had taken a 24 billion dollar surplus and turned it into a 9 billion dollar deficit  
2   ",-0.4019,negative,['1848223168944857149'],1848223168944857149,0,0,0,0,0,2,,Kathleen H. Walker,"Vancouver, British Columbia",,KHWalker4U,False,55,[],0,1,0,1,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,en
2025-03-11 04:53:39+00:00,False,1687211918308585472,"@ZeynabDay @mannyagni @xxtoffxx I wish Trump voters were more expressly high-SES. 

Anyway: https://t.co/4B9HhE0DT1 https://t.co/RKHY1iercr","   i wish trump voters were more expressly highses 

anyway  ",0.4019,positive,['1899322805717545458'],1899322805717545458,0,0,0,0,0,10,"[{'start': 0, 'end': 10, 'username': 'ZeynabDay', 'id': '987149376'}, {'start': 11, 'end': 21, 'username': 'mannyagni', 'id': '1649685857626882049'}, {'start': 22, 'end': 31, 'username': 'xxtoffxx', 'id': '1771498654857121792'}]",Heterodox Rightist,中華伊斯蘭共和國,,RightHeterodoxy,False,14,[],0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,en
2025-02-12 00:57:17+00:00,False,1859866448736419842,@SenAdamSchiff Everyone in Gov &amp; in America wants Adam Schiff removed from the Senate &amp; prosecuted for conspiring to remove a sitting POTUS &amp; for interfering with the 2024 election. https://t.co/kjZKRyQ7T4, everyone in gov amp in america wants adam schiff removed from the senate amp prosecuted for conspiring to remove a sitting potus amp for interfering with the 2024 election ,-0.3818,negative,['1889478849727250770'],1889478849727250770,0,0,0,0,0,0,"[{'start': 0, 'end': 14, 'username': 'SenAdamSchiff', 'id': '29501253'}]",LogicWins66,,,LogicWins66,False,31,[],1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,en
2025-01-23 09:39:14+00:00,False,1875397125925703680,@naralokesh the man behind the 2024 election and next cm ma Anna Nara Lokesh Garu happy birthday 🔥🔥 https://t.co/6LDAphGk01, the man behind the 2024 election and next cm ma anna nara lokesh garu happy birthday  ,0.5719,positive,['1882362445232287868'],1882362445232287868,0,0,0,0,0,0,"[{'start': 0, 'end': 11, 'username': 'naralokesh', 'id': '88859982'}]",Siva Bhargav,,,SivaBharga73915,False,19,[],0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en
2024-12-03 17:56:51+00:00,False,1638281693927821322,"Ethereum's transaction revenue has surged since Donald Trump's election victory in 2024. According to Steno Research, Ethereum's daily transaction revenue has increased significantly since Trump's victory. 
#Ethereum #Eth #BreakingNews #CryptoNews #Crypto https://t.co/xozjKSazFO","ethereums transaction revenue has surged since donald trumps election victory in 2024 according to steno research ethereums daily transaction revenue has increased significantly since trumps victory 
ethereum eth breakingnews cryptonews crypto ",0.2732,positive,['1864005893802672257'],1864005893802672257,0,0,2,0,0,46,,Prince BMG💰💎,Global Citizen,,RoyalCryptoLord,False,32,"['#ethereum', '#eth', '#breakingnews', '#cryptonews', '#crypto']",0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,en
2024-10-23 19:59:30+00:00,False,51155738,"Here’s a rundown on some of the down-ballot stuff in Athens, like tax referendums and races for state legislature: https://t.co/lhpg7GH7wK",heres a rundown on some of the downballot stuff in athens like tax referendums and races for state legislature ,0.3612,positive,['1849178855988228436'],1849178855988228436,0,0,0,0,0,7,,Blake Aued,"Athens, Ga.",,BlakeAued,False,20,[],0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en
2025-02-24 18:34:03+00:00,False,1843835056202362882,"@RonDeSNews Yes, I live in a small city in Los Angeles county. We have always voted in our City Hall. Community volunteers create a friendly even.
2020 election , the location changed, no familiar people and 
brand new voting machines. I left after voting a little bewildered.
2024  mail in"," yes i live in a small city in los angeles county we have always voted in our city hall community volunteers create a friendly even
2020 election  the location changed no familiar people and 
brand new voting machines i left after voting a little bewildered
2024  mail in",0.7003,positive,['1894093447503462873'],1894093447503462873,0,0,0,0,0,2,"[{'start': 0, 'end': 11, 'username': 'RonDeSNews', 'id': '1785315566829404160'}]",Cindy Oberman,,,CindyOberman,False,50,[],0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,en
2025-02-13 20:57:36+00:00,False,3158132516,"5/7
The Climax pt.2:
10/29/2024-Trump and Kennedy come to table, bipartisan support cemented, BTC bounces off ""Trump"" resistance
11/5/2024-Trump wins narrow race, Election Day lows act as springboard to send price through ""Trump"" s/r line, monetary policy looks good for risk on https://t.co/UVHvSlk4lo","57
the climax pt2
10292024trump and kennedy come to table bipartisan support cemented btc bounces off trump resistance
1152024trump wins narrow race election day lows act as springboard to send price through trump sr line monetary policy looks good for risk on ",0.7506,positive,['1890143309215223914'],1890143309215223914,0,1,0,0,0,29,,Leo 🦁The Lion🦁 Kuntz,United States,,leolionmma,False,43,[],0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,en
2025-03-21T12:31:30.000Z,False,1553056175633072128,"@JDunlap1974 If anything was stolen, it was the 2024 election. Ask Elon Musk, because he perpetrated the scheme to steal the election for Trump.", if anything was stolen it was the 2024 election ask elon musk because he perpetrated the scheme to steal the election for trump,-0.7506,negative,['1903061908967612670'],1903061908967612670,1,0,2,0,0,5,"[{'start': 0, 'end': 12, 'username': 'JDunlap1974', 'id': '1430605174674964480'}]",Michael Imbruglia,,,MichaelImbrugl5,False,24,[],1,0,0,1,0,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,en
2024-12-20 09:15:01+00:00,False,1910040806,"As 2024 wraps up, Kasi Insight’s Index of #ConsumerSentiment (ICS)  has predicted 10 African presidential outcomes with 90% accuracy! 🌍📊 What’s next for 2025? Click to uncover key insights shaping Africa’s political future. 🔍👇
https://t.co/PrYMmZaGs0 

 #EconomicSentiment https://t.co/OoCfud61Rb","as 2024 wraps up kasi insights index of consumersentiment ics  has predicted 10 african presidential outcomes with 90 accuracy  whats next for 2025 click to uncover key insights shaping africas political future 
 

 economicsentiment ",0.0,neutral,['1870035165101039859'],1870035165101039859,1,0,3,0,0,15,,Kasi Insight,Canada + Africa,,kasiinsight,False,37,"['#consumersentiment', '#economicsentiment']",0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,en
2025-01-15 19:00:32+00:00,False,180514393,"Then, I'll moderate the second session of Day 1, with a roundtable discussion including @nado1377, @kimalex3, @TinaLBarton, Tommy Gong, @LACountyRRCC, @OCRegistrar, and @EdSmithElex!  We'll dive deeply into their work in 2024 to educate voters and to deal with election rumors and… https://t.co/xo6MXNmjIV",then ill moderate the second session of day 1 with a roundtable discussion including    tommy gong   and   well dive deeply into their work in 2024 to educate voters and to deal with election rumors and ,-0.1779,negative,['1879604601386910062'],1879604601386910062,0,0,0,0,0,1,"[{'start': 88, 'end': 97, 'username': 'nado1377', 'id': '297058440'}, {'start': 99, 'end': 108, 'username': 'kimalex3', 'id': '113144952'}, {'start': 110, 'end': 122, 'username': 'TinaLBarton', 'id': '519980740'}, {'start': 136, 'end': 149, 'username': 'LACountyRRCC', 'id': '21807663'}, {'start': 151, 'end': 163, 'username': 'OCRegistrar', 'id': '36180323'}, {'start': 169, 'end': 181, 'username': 'EdSmithElex', 'id': '1758204111806234624'}]",R. Michael Alvarez,,,rmichaelalvarez,False,42,[],0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en
2024-11-19 18:46:58+00:00,False,1324434443684118530,"@GrahamAllen_1 Well you have a problem with people peacefully protesting the legitimacy of the 2024 election  you call them insurrections Well, neo-nazis stom our nation and you say nothing This is why you are called what you were called private Allen https://t.co/Cf0uQ281ux",_1 well you have a problem with people peacefully protesting the legitimacy of the 2024 election  you call them insurrections well neonazis stom our nation and you say nothing this is why you are called what you were called private allen ,0.2732,positive,['1858945075721769192'],1858945075721769192,0,0,0,0,0,9,"[{'start': 0, 'end': 14, 'username': 'GrahamAllen_1', 'id': '832978972602429440'}]",Megatron31,United States,,Megatron3110,False,42,[],0,1,0,0,0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,en
